	MA0265.2	MA0266.1	MA0267.1	MA0268.1	MA0269.1	MA0270.1	MA0271.1	MA0272.1	MA0273.1	MA0274.1	MA0275.1	MA0276.1	MA0277.1	MA0278.1	MA0279.2	MA0280.1	MA0281.2	MA0282.1	MA0283.1	MA0284.2	MA0285.1	MA0286.1	MA0287.1	MA0288.1	MA0289.1	MA0290.1	MA0291.1	MA0292.1	MA0293.1	MA0294.1	MA0295.1	MA0296.1	MA0297.1	MA0299.1	MA0300.1	MA0301.1	MA0302.1	MA0303.2	MA0304.1	MA0305.1	MA0306.1	MA0307.1	MA0308.1	MA0309.1	MA0310.1	MA0311.1	MA0312.2	MA0313.1	MA0314.2	MA0316.1	MA0317.1	MA0318.1	MA0319.1	MA0320.1	MA0321.1	MA0322.1	MA0323.1	MA0324.1	MA0325.1	MA0326.1	MA0327.1	MA0328.2	MA0329.1	MA0330.1	MA0331.1	MA0332.1	MA0333.1	MA0334.1	MA0335.1	MA0336.1	MA0337.1	MA0338.1	MA0339.1	MA0340.1	MA0341.1	MA0342.1	MA0343.1	MA0344.1	MA0347.2	MA0348.1	MA0349.1	MA0350.1	MA0351.1	MA0352.2	MA0353.1	MA0354.1	MA0355.1	MA0356.1	MA0357.1	MA0358.1	MA0359.2	MA0360.1	MA0361.1	MA0362.1	MA0363.2	MA0364.1	MA0365.1	MA0366.1	MA0367.1	MA0368.1	MA0369.1	MA0370.1	MA0371.1	MA0372.1	MA0373.1	MA0374.1	MA0375.1	MA0376.1	MA0377.1	MA0378.1	MA0379.1	MA0380.1	MA0381.1	MA0382.2	MA0384.1	MA0385.1	MA0386.1	MA0387.1	MA0388.1	MA0389.1	MA0390.1	MA0391.1	MA0392.1	MA0393.1	MA0394.1	MA0395.1	MA0396.1	MA0397.1	MA0398.1	MA0399.1	MA0400.1	MA0401.1	MA0402.1	MA0403.2	MA0404.1	MA0405.1	MA0406.1	MA0407.1	MA0408.1	MA0409.1	MA0410.1	MA0411.1	MA0412.2	MA0413.1	MA0414.1	MA0415.1	MA0416.1	MA0417.1	MA0418.1	MA0419.1	MA0420.1	MA0421.1	MA0422.1	MA0423.1	MA0424.1	MA0425.1	MA0426.1	MA0428.1	MA0429.1	MA0430.1	MA0431.1	MA0432.1	MA0433.1	MA0434.1	MA0435.1	MA0436.1	MA0437.1	MA0438.1	MA0439.1	MA0440.1	MA0441.1	MA0929.1	MA1431.1	MA1432.1	MA1433.1	MA1434.1	MA1435.1	MA1436.1	MA1437.1
MA0406.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.97836e-21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0407.1	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.319253	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	1.3884e-35	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941
MA0408.1	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.207669	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	6.44473e-17	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407	0.999407
MA0409.1	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.555467	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.000210301	0.959313	0.959313	0.959313	0.959313	0.183739	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.00940502	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.0232794	0.0266864	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.555467	0.638354	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.00502247	0.555467	0.959313	0.959313	0.959313	0.959313	0.959313	0.183739	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.00940502	0.959313	0.959313	0.959313	0.959313	0.959313	0.555467	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.523461	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	1.13949e-12	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.174417	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.829666	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.959313	0.892122	0.959313	0.959313	0.000934081	0.959313
MA0410.1	0.924053	0.924053	0.439004	0.680988	0.924053	0.924053	0.924053	0.924053	0.439004	0.924053	0.439004	0.924053	0.924053	0.924053	0.924053	0.439004	0.924053	0.439004	0.117655	0.924053	0.551035	0.924053	0.924053	0.924053	0.924053	0.0662394	0.626146	0.689288	0.924053	0.732746	0.912062	0.924053	0.924053	0.811807	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.439004	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.117655	0.924053	0.924053	0.48911	0.63302	0.439004	0.924053	0.924053	0.924053	0.689288	0.924053	0.924053	0.924053	0.689288	0.689288	0.924053	0.924053	0.439004	0.439004	0.439004	0.924053	0.439004	0.644184	0.924053	0.439004	0.924053	0.663382	0.924053	0.924053	0.924053	0.48911	0.439004	0.732746	0.811807	0.924053	0.924053	0.439004	0.924053	0.117655	0.439004	0.439004	0.551035	0.924053	0.924053	0.924053	0.63302	0.924053	0.924053	0.924053	0.924053	0.924053	0.547137	0.439004	0.439004	0.924053	0.924053	0.924053	0.924053	0.466229	0.644184	0.924053	0.439004	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.439004	0.439004	0.924053	0.439004	0.924053	0.825803	0.811807	0.924053	0.309194	0.924053	0.86389	0.551035	0.924053	0.79059	0.439004	0.924053	0.924053	0.924053	0.924053	2.39789e-16	0.924053	0.130883	0.689288	0.924053	0.924053	0.924053	0.924053	0.924053	0.924053	0.439004	0.689288	0.626146	0.924053	0.439004	0.439004	0.924053	0.492374	0.439004	0.924053	0.439004	0.924053	0.924053	0.924053	0.924053	0.439004	0.492374	0.439004	0.439004	0.924053	0.439004	0.924053	0.439004	0.439004	0.687496	0.924053	0.270109	0.924053	0.924053
MA0411.1	0.00766385	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	1.03082e-16	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941
MA0412.2	0.96384	0.96384	0.827315	0.83984	0.541796	0.96384	0.682818	0.96384	0.219847	0.96384	0.774571	0.96384	0.96384	0.938492	0.819154	0.827315	0.96384	0.96384	0.219847	0.96384	0.490908	0.96384	0.96384	0.96384	0.96384	0.83984	0.682818	0.96384	0.96384	0.827315	0.569862	0.96384	0.96384	0.83984	0.96384	0.96384	0.96384	0.96384	0.96384	0.911952	0.827315	0.83984	0.584128	0.96384	0.96384	0.83984	0.567484	0.96384	0.827315	0.96384	0.96384	0.96384	0.96384	0.219847	0.96384	0.96384	0.96384	0.827315	0.96384	0.96384	0.96384	0.827315	0.931498	0.96384	0.96384	0.96384	0.584128	0.584128	0.96384	0.96384	0.827315	0.819154	0.827315	0.96384	0.733533	0.827315	0.799676	0.770981	0.82795	0.800709	0.96384	0.96384	0.96384	0.694331	0.63289	0.682818	0.827315	0.860058	0.96384	0.96384	0.83984	0.671744	0.599278	0.82795	0.219847	0.83984	0.800709	0.96384	0.584128	0.827315	0.855008	0.96384	0.96384	0.83984	0.530943	0.656156	0.83984	0.96384	0.96384	0.96384	0.96384	0.96384	0.682818	0.96384	0.96384	0.83984	0.96384	0.96384	0.96384	0.96384	0.96384	0.96384	0.83984	0.96384	0.219847	0.530943	0.819154	0.827315	0.96384	0.827315	0.682818	0.956496	0.827315	0.819154	0.96384	0.774571	0.96384	0.96384	0.96384	0.96384	0.219847	0.96384	0.0	0.671744	0.96384	0.96384	0.96384	0.96384	0.96384	0.96384	0.96384	0.530943	0.800709	0.853355	0.827315	0.682818	0.96384	0.827315	0.530943	0.96384	0.819154	0.682818	0.96384	0.96384	0.96384	0.96384	0.490908	0.680061	0.584128	0.96384	0.800709	0.96384	0.770981	0.682818	0.83984	0.83984	0.219847	0.96384	0.96384
MA0413.1	0.801601	0.895583	0.801601	0.161035	0.106725	0.801601	0.895583	0.895583	0.018168	0.535636	0.399702	0.467536	0.895583	0.168404	0.612186	0.327827	0.0803184	0.414107	0.650693	0.895583	0.663626	0.895583	0.847093	0.895583	0.895583	0.895583	0.895583	0.192525	0.840735	0.895583	0.895583	0.840735	0.895583	0.895583	0.895583	0.895583	0.895583	0.895583	0.895583	0.895583	0.00887624	0.895583	0.00638477	0.895583	0.786073	0.481877	0.770588	0.895583	0.801601	0.535636	0.895583	0.805432	0.895583	0.3792	0.724358	0.620279	0.895583	0.895583	0.353057	0.895583	0.895583	0.620279	0.895583	0.895583	0.620279	0.495921	0.895583	0.895583	0.895583	0.564892	0.0925105	0.121944	0.117201	0.63082	0.0102692	0.00433088	0.0942766	0.144187	0.123508	0.620279	0.895583	0.0358178	0.100703	0.0182751	0.481877	0.895583	0.372493	0.895583	0.703366	0.374372	0.333883	0.724358	0.895583	0.176889	0.121944	0.000632069	0.895583	0.00433088	0.3792	0.895583	0.895583	0.261665	0.895583	0.00638477	0.895583	0.895583	0.895583	0.039084	0.0950889	0.895583	0.895583	0.481877	0.895583	0.535636	0.895583	0.237612	0.867191	0.801601	0.895583	0.895583	0.895583	0.620279	0.895583	0.645461	0.895583	0.113885	0.895583	0.895583	0.895583	0.895583	0.022234	0.772017	0.855818	0.00331956	0.895583	0.895583	0.895583	0.895583	0.895583	0.161035	0.396051	0.895583	0.332221	0.0	0.895583	0.123508	0.895583	0.895583	0.485777	0.895583	0.3844	0.620279	0.895583	0.022861	0.467536	0.00887624	0.895583	0.770588	0.895583	0.650693	0.117201	0.895583	0.895583	0.895583	0.620279	0.600737	0.620279	0.764845	0.721239	0.798806	0.0750225	0.801601	0.119355	0.175517	0.00331956	0.620279	0.161035	0.326523	0.895583
MA0414.1	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	2.37424e-13	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389	0.999389
MA0415.1	0.478343	0.851615	0.851615	0.851615	0.22737	0.851615	0.851615	0.851615	0.00753312	0.851615	0.851615	0.851615	0.851615	0.24309	0.00696349	0.851615	0.00334399	0.4966	0.851615	2.18125e-06	0.851615	0.00922153	0.851615	0.652822	0.851615	0.851615	0.851615	0.478343	0.851615	0.851615	0.43787	0.0537136	0.416	0.851615	0.833102	0.851615	0.851615	0.545065	0.851615	0.721717	0.851615	0.851615	0.119251	0.851615	0.455577	0.33761	0.851615	0.851615	0.851615	0.851615	0.851615	0.189546	0.479804	0.851615	0.851615	0.851615	0.851615	0.851615	0.409251	0.851615	0.851615	0.41554	0.851615	0.851615	0.455577	0.851615	0.851615	0.851615	0.851615	0.119251	0.851615	0.851615	0.851615	0.33761	0.851615	0.851615	0.102741	0.851615	0.851615	0.851615	0.851615	0.19704	0.22737	0.43787	0.851615	0.851615	0.851615	0.851615	0.547382	0.851615	0.851615	0.455577	0.851615	0.851615	0.161132	0.851615	0.851615	0.851615	0.409251	0.851615	0.676779	0.851615	0.851615	0.851615	0.851615	0.851615	0.851615	0.00334399	0.0357868	0.33761	0.673212	0.62295	0.851615	1.24128e-05	0.851615	0.851615	0.033762	0.0537136	0.851615	0.851615	0.162023	0.479804	0.851615	0.851615	0.851615	0.129893	0.607588	0.62295	0.851615	0.851615	0.161132	0.851615	0.851615	0.19704	0.851615	0.851615	0.851615	0.851615	0.744287	0.132425	0.851615	0.479804	0.851615	0.0897529	0.851615	0.0	0.000377153	0.851615	2.90685e-07	0.0732245	0.479804	0.851615	0.851615	0.851615	0.507728	0.851615	0.851615	0.481665	0.851615	0.851615	0.851615	0.851615	0.148492	0.851615	0.0403678	0.851615	0.851615	0.604737	0.642879	0.851615	0.851615	0.14305	0.851615	0.851615	0.851615	0.851615	0.851615	0.479804	0.851615
MA0416.1	0.309832	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.309852	0.446667	0.947665	0.0208602	0.947665	0.0101147	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.403786	0.63483	0.406892	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.309852	0.316991	0.947665	0.947665	0.947665	0.947665	0.947665	0.143927	0.839931	0.947665	0.947665	0.947665	0.947665	0.947665	0.233078	0.947665	0.674012	0.316991	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.421451	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.777714	0.947665	0.947665	0.947665	0.897512	0.797534	0.947665	0.947665	0.316991	0.947665	0.947665	0.853567	0.947665	0.947665	0.947665	0.864047	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.769904	0.947665	0.947665	0.947665	0.790879	0.947665	0.0208602	0.947665	0.947665	0.947665	0.583216	0.947665	0.947665	0.947665	0.421451	0.947665	0.947665	0.947665	0.947665	0.820364	0.692814	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.947665	0.202798	0.947665	0.406892	0.947665	0.947665	0.947665	0.00493699	5.07221e-14	0.947665	0.0236189	0.820364	0.305423	0.947665	0.947665	0.947665	0.947665	0.947665	0.392291	0.355487	0.947665	0.820364	0.947665	0.947665	0.546373	0.947665	0.143927	0.947665	0.947665	0.510961	0.947665	0.947665	0.947665	0.583216	0.947665	0.947665	0.947665	0.947665	0.947665	0.477786	0.947665
MA0417.1	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	2.28215e-15	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997	0.999997
MA0418.1	0.546286	0.916774	0.916774	0.916774	0.346724	0.916774	0.916774	0.916774	0.0376471	0.916774	0.916774	0.916774	0.916774	0.494282	0.00835347	0.916774	0.0232431	0.916774	0.916774	9.03976e-09	0.916774	0.0288723	0.916774	0.415506	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.109869	0.613509	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.404062	0.916774	0.916774	0.916774	0.916774	0.916774	0.575651	0.916774	0.606207	0.364421	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.109869	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.0730861	0.916774	0.916774	0.916774	0.916774	0.0304693	0.0288723	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.498664	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.0277232	0.0239801	0.763509	0.916774	0.916774	0.916774	7.08474e-06	0.916774	0.916774	0.057743	0.101889	0.80273	0.916774	0.364421	0.916774	0.916774	0.916774	0.916774	0.196278	0.916774	0.916774	0.916774	0.916774	0.364421	0.916774	0.916774	0.382039	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.730782	0.916774	1.40139e-09	0.00181544	0.916774	0.0	0.0730861	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.268992	0.916774	0.160298	0.916774	0.916774	0.916774	0.726358	0.916774	0.916774	0.0681116	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774	0.916774
MA0419.1	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.655774	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	6.17002e-13	0.981886	0.981886	0.981886	0.981886	0.348021	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.478369	0.573196	0.981886	0.981886	0.981886	0.981886	0.0133191	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.850312	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.488017	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.850312	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.966888	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.850312	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.334579	0.850312	0.981886	0.271267	1.54379e-30	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.850312	0.981886	0.981886	0.981886	0.981886	0.981886	0.850312	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.334579	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886	0.981886
