	MA0265.2	MA0266.1	MA0267.1	MA0268.1	MA0269.1	MA0270.1	MA0271.1	MA0272.1	MA0273.1	MA0274.1	MA0275.1	MA0276.1	MA0277.1	MA0278.1	MA0279.2	MA0280.1	MA0281.2	MA0282.1	MA0283.1	MA0284.2	MA0285.1	MA0286.1	MA0287.1	MA0288.1	MA0289.1	MA0290.1	MA0291.1	MA0292.1	MA0293.1	MA0294.1	MA0295.1	MA0296.1	MA0297.1	MA0299.1	MA0300.1	MA0301.1	MA0302.1	MA0303.2	MA0304.1	MA0305.1	MA0306.1	MA0307.1	MA0308.1	MA0309.1	MA0310.1	MA0311.1	MA0312.2	MA0313.1	MA0314.2	MA0316.1	MA0317.1	MA0318.1	MA0319.1	MA0320.1	MA0321.1	MA0322.1	MA0323.1	MA0324.1	MA0325.1	MA0326.1	MA0327.1	MA0328.2	MA0329.1	MA0330.1	MA0331.1	MA0332.1	MA0333.1	MA0334.1	MA0335.1	MA0336.1	MA0337.1	MA0338.1	MA0339.1	MA0340.1	MA0341.1	MA0342.1	MA0343.1	MA0344.1	MA0347.2	MA0348.1	MA0349.1	MA0350.1	MA0351.1	MA0352.2	MA0353.1	MA0354.1	MA0355.1	MA0356.1	MA0357.1	MA0358.1	MA0359.2	MA0360.1	MA0361.1	MA0362.1	MA0363.2	MA0364.1	MA0365.1	MA0366.1	MA0367.1	MA0368.1	MA0369.1	MA0370.1	MA0371.1	MA0372.1	MA0373.1	MA0374.1	MA0375.1	MA0376.1	MA0377.1	MA0378.1	MA0379.1	MA0380.1	MA0381.1	MA0382.2	MA0384.1	MA0385.1	MA0386.1	MA0387.1	MA0388.1	MA0389.1	MA0390.1	MA0391.1	MA0392.1	MA0393.1	MA0394.1	MA0395.1	MA0396.1	MA0397.1	MA0398.1	MA0399.1	MA0400.1	MA0401.1	MA0402.1	MA0403.2	MA0404.1	MA0405.1	MA0406.1	MA0407.1	MA0408.1	MA0409.1	MA0410.1	MA0411.1	MA0412.2	MA0413.1	MA0414.1	MA0415.1	MA0416.1	MA0417.1	MA0418.1	MA0419.1	MA0420.1	MA0421.1	MA0422.1	MA0423.1	MA0424.1	MA0425.1	MA0426.1	MA0428.1	MA0429.1	MA0430.1	MA0431.1	MA0432.1	MA0433.1	MA0434.1	MA0435.1	MA0436.1	MA0437.1	MA0438.1	MA0439.1	MA0440.1	MA0441.1	MA0929.1	MA1431.1	MA1432.1	MA1433.1	MA1434.1	MA1435.1	MA1436.1	MA1437.1
MA0275.1	0.893855	0.893855	0.784858	0.893855	0.893855	0.893855	0.893855	0.893855	0.178386	0.893855	8.50819e-11	0.208924	0.893855	0.869906	0.893855	0.00176642	0.893855	0.112494	0.234919	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.892622	0.784858	0.0104346	0.893855	0.152982	0.893855	0.893855	0.893855	0.438759	0.893855	0.893855	0.893855	0.893855	0.687484	0.491742	0.893855	0.893855	0.0617919	0.893855	0.893855	0.0522522	0.200304	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.749667	0.893855	0.893855	0.152982	0.152982	0.0617919	0.893855	0.893855	0.893855	0.893855	0.893855	0.497874	0.893855	0.893855	0.893855	0.893855	0.893855	0.892622	0.752653	0.673326	0.893855	0.893855	0.893855	0.893855	0.152982	0.893855	0.112494	0.893855	0.893855	0.893855	0.17332	0.192587	0.178885	0.893855	0.893855	0.893855	0.0696544	0.893855	0.148903	0.443212	0.283785	0.192587	0.369849	0.893855	0.893855	0.0171148	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.00598923	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.0617919	0.158908	0.893855	0.385344	0.752653	0.893855	0.893855	0.893855	0.888218	0.369849	0.760635	0.749667	0.893855	0.072046	0.760635	0.893855	0.893855	0.893855	0.893855	0.400951	0.84568	0.893855	0.89095	0.893855	0.893855	0.893855	0.893855	0.893855	0.893855	0.0290944	0.0686229	0.0171148	0.893855	0.00496278	0.893855	0.893855	0.112494	0.249037	0.0696544	0.893855	0.152982	0.893855	0.893855	0.893855	0.893855	0.131059	0.0617919	0.0617919	0.893855	0.802492	0.893855	0.893855	0.610498	0.893855	0.893855	0.152982	0.893855	0.893855
MA0276.1	0.990988	0.990988	0.990988	0.990988	0.746217	0.990988	0.990988	0.990988	0.990988	0.990988	0.628545	4.31463e-32	0.990988	0.990988	0.990988	0.746217	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.876393	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.917624	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.647815	0.0978752	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.00119266	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.917624	0.88178	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.628545	0.990988	0.917624	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.746217	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.886769	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.746217	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.88178	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.746217	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.859367	0.990988	0.990988	0.990988	0.990988	0.990988
MA0277.1	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	6.2863799999999995e-22	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.216257	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.592181	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603
MA0278.1	0.532911	0.946116	0.946116	0.946116	0.472487	0.927337	0.0906563	0.0024454	0.154658	0.532911	0.810626	0.859701	0.946116	0.0	0.739409	0.662391	0.713106	0.946116	0.532911	0.946116	0.859701	0.744908	0.946116	0.71122	0.946116	0.946116	0.946116	0.728709	0.928841	0.946116	0.532911	0.810626	0.946116	0.756655	0.946116	0.945608	0.946116	0.0906563	0.946116	0.946116	0.946116	0.946116	0.0036824	0.946116	0.946116	0.59366	0.880706	0.946116	0.83454	0.83454	0.946116	0.880706	0.946116	0.859701	0.946116	0.946116	0.946116	0.946116	0.532911	0.713106	0.946116	0.946116	0.946116	0.946116	0.946116	0.774801	0.928841	0.946116	0.946116	0.662391	0.946116	0.946116	0.946116	0.8564	0.946116	0.946116	0.532911	0.575911	0.409654	0.532911	0.880706	0.675575	0.532911	0.859701	0.946116	0.804255	0.946116	0.946116	0.946116	0.739409	0.946116	0.946116	0.946116	0.532911	0.154658	0.946116	0.946116	0.946116	0.544161	0.946116	0.946116	0.946116	0.946116	0.946116	0.946116	0.946116	0.946116	0.14308	0.154658	0.859701	0.946116	0.658223	0.946116	0.532911	0.946116	0.946116	0.739409	0.946116	0.946116	0.946116	0.604411	0.946116	0.604411	0.713106	0.946116	0.337779	0.946116	0.946116	0.946116	0.927337	0.00723345	0.946116	0.946116	0.428196	0.880706	0.946116	0.946116	0.946116	0.252175	0.946116	0.928841	0.946116	0.880706	0.273304	0.946116	0.532911	0.946116	0.946116	0.532911	0.880706	0.880706	0.532911	0.386514	0.946116	0.859701	0.902387	0.946116	0.928841	0.946116	0.185966	0.946116	0.859701	0.946116	0.946116	0.252175	0.946116	0.946116	0.946116	0.532911	0.946116	0.946116	0.532911	0.946116	0.946116	0.946116	0.946116	0.946116	0.946116	0.946116
MA0279.2	0.928936	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.435116	0.956448	0.956448	0.956448	0.956448	0.956448	0.0	0.956448	0.956448	0.956448	0.956448	0.112751	0.956448	0.956448	0.956448	0.956448	0.928936	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.0470695	0.435116	0.956448	0.65711	0.956448	0.956448	0.0292372	0.956448	0.845458	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.926925	0.928936	0.698624	0.698624	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.14732	0.956448	0.956448	0.956448	0.956448	0.494486	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.494486	0.956448	0.956448	0.956448	0.956448	0.826434	0.579364	0.956448	0.956448	0.956448	0.956448	0.49952	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.382223	0.956448	0.65711	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.418606	0.956448	0.956448	0.956448	0.956448	0.172132	0.956448	0.956448	0.459541	0.53924	0.956448	0.956448	0.435116	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.494486	0.956448	0.807211	0.956448	0.956448	0.435116	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.905801	0.928936	0.956448	0.0177552	0.905801	0.956448	0.0205667	2.15384e-12	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.905801	0.956448	0.956448	0.956448	0.956448	0.956448	0.435116	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.0470695	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448	0.956448
MA0280.1	0.866236	0.74192	0.41309	0.866236	0.772532	0.866236	0.866236	0.866236	0.381055	0.866236	0.00881093	0.328436	0.866236	0.704229	0.866236	3.05076e-09	0.866236	0.306303	0.214679	0.866236	0.866236	0.866236	0.866236	0.866236	0.866236	0.814856	0.736795	0.00881093	0.866236	0.41309	0.866236	0.866236	0.866236	0.333187	0.866236	0.866236	0.866236	0.866236	0.866236	0.798944	0.772532	0.866236	0.0166913	0.866236	0.866236	0.0855185	0.291251	0.866236	0.866236	0.866236	0.866236	0.866236	0.866236	0.761872	0.866236	0.866236	0.262086	0.172837	0.184922	0.866236	0.866236	0.866236	0.785145	0.866236	0.785145	0.866236	0.815692	0.866236	0.866236	0.866236	0.594878	0.41309	0.35642	0.866236	0.866236	0.866236	0.785145	0.104401	0.785145	0.133713	0.74192	0.866236	0.866236	0.338011	0.319573	0.201863	0.866236	0.866236	0.866236	0.0600724	0.866236	0.268429	0.368119	0.236637	0.104401	0.233775	0.866236	0.866236	0.0941156	0.866236	0.866236	0.866236	0.866236	0.866236	0.866236	0.636986	0.866236	0.866236	0.866236	0.866236	0.866236	0.0107575	0.717219	0.866236	0.866236	0.866236	0.866236	0.866236	0.866236	0.866236	0.866236	0.242875	0.145293	0.866236	0.268429	0.473058	0.866236	0.866236	0.866236	0.594878	0.172837	0.866236	0.362465	0.866236	0.201863	0.555593	0.866236	0.866236	0.866236	0.866236	0.312682	0.866236	0.717219	0.768725	0.772532	0.866236	0.866236	0.866236	0.866236	0.866236	0.145293	0.0552263	0.0354238	0.866236	0.00536238	0.866236	0.866236	0.145293	0.2394	0.104401	0.661654	0.222812	0.866236	0.866236	0.866236	0.866236	0.133713	0.133713	0.0704318	0.866236	0.594878	0.866236	0.446858	0.268429	0.772532	0.866236	0.133713	0.866236	0.866236
MA0281.2	0.0962126	0.921646	0.921646	0.921646	0.539093	0.921646	0.921646	0.921646	0.11882	0.749452	0.921646	0.921646	0.921646	0.877963	0.921646	0.921646	3.2370000000000004e-42	0.921646	0.921646	0.0320187	0.921646	0.0269242	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.836489	0.921646	0.297787	0.921646	0.0044371	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.749452	0.921646	0.921646	0.0436695	0.0623389	0.921646	0.921646	0.921646	0.921646	0.921646	0.749452	0.332668	0.350127	0.921646	0.921646	0.921646	0.749452	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.507363	0.921646	0.921646	0.921646	0.921646	0.749452	0.702856	0.702856	0.921646	0.921646	0.921646	0.921646	0.00688246	0.415019	0.921646	0.921646	0.921646	0.921646	0.0535188	0.233721	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.749452	0.921646	4.06963e-06	0.921646	0.921646	0.921646	0.921646	0.921646	0.000818672	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.714312	0.921646	0.921646	0.921646	0.921646	0.921646	0.538436	0.921646	0.597044	0.921646	0.921646	0.921646	0.921646	0.921646	3.21662e-05	0.921646	0.921646	0.921646	0.0880174	0.921646	0.00891876	0.0962126	0.921646	0.0401429	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.792183	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.921646	0.749452	0.921646	0.921646	0.000818672	0.921646
MA0282.1	0.734883	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.0786536	0.919454	0.0786536	0.919454	0.919454	0.919454	0.919454	0.189573	0.919454	1.90305e-15	0.30879	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.270738	0.919454	0.0786536	0.734883	0.919454	0.919454	0.650345	0.919454	0.919454	0.919454	0.919454	0.506	0.30879	0.919454	0.919454	0.506	0.919454	0.919454	0.0322103	0.21276	0.479631	0.919454	0.919454	0.919454	0.794204	0.506	0.650345	0.919454	0.919454	0.919454	0.609016	0.101583	0.919454	0.919454	0.919454	0.919454	0.919454	0.21276	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.720527	0.919454	0.919454	0.919454	0.919454	0.919454	0.21095	0.919454	0.919454	0.919454	0.0627045	0.270738	0.26832	0.919454	0.919454	0.919454	0.21276	0.919454	0.05469	0.919454	0.113156	0.919454	0.919454	0.650345	0.919454	0.0627045	0.720527	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.0940213	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.000174814	0.270738	0.919454	0.720527	0.919454	0.919454	0.919454	0.919454	0.794204	0.131092	0.625507	0.919454	0.919454	0.506	0.734883	0.734883	0.919454	0.919454	0.919454	0.401296	0.26832	0.919454	0.919454	0.189573	0.919454	0.390394	0.919454	0.919454	0.919454	0.0322103	0.794204	0.132506	0.919454	0.147707	0.919454	0.919454	0.0786536	0.606983	0.189424	0.919454	0.0786536	0.919454	0.919454	0.919454	0.919454	0.270738	0.0786536	0.189573	0.919454	0.919454	0.919454	0.919454	0.919454	0.919454	0.734883	0.36383	0.919454	0.919454
MA0283.1	0.895628	0.895628	0.423293	0.246017	0.895628	0.895628	0.895628	0.895628	0.479732	0.895628	0.163367	0.895628	0.895628	0.519333	0.895628	0.103794	0.895628	0.312855	9.29653e-16	0.895628	0.246017	0.895628	0.895628	0.895628	0.895628	0.312855	0.20961	0.312855	0.895628	0.385504	0.59653	0.895628	0.895628	0.376538	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.18576	0.895628	0.895628	0.0705405	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.0705405	0.895628	0.895628	0.103794	0.357488	0.465473	0.895628	0.895628	0.895628	0.760104	0.895628	0.895628	0.874547	0.519169	0.473226	0.895628	0.895628	0.18576	0.107708	0.113941	0.895628	0.267975	0.411341	0.895628	0.0708726	0.895628	0.0705405	0.895628	0.895628	0.895628	0.284018	0.0801219	0.0705405	0.895628	0.895628	0.895628	0.38594	0.895628	0.0705405	0.320335	0.163367	0.895628	0.895628	0.895628	0.828617	0.103794	0.606767	0.895628	0.895628	0.895628	0.895628	0.113941	0.24634	0.655929	0.895628	0.895628	0.895628	0.895628	0.0705405	0.495614	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.38594	0.103794	0.895628	0.163367	0.618111	0.38594	0.376538	0.895628	0.0705405	0.48592	0.809872	0.521631	0.895628	0.618111	0.0870504	0.895628	0.895628	0.895628	0.895628	0.0705405	0.895628	0.18576	0.465473	0.895628	0.895628	0.895628	0.895628	0.895628	0.895628	0.304076	0.895628	0.0705405	0.895628	0.246017	0.174307	0.895628	0.0705405	0.312855	0.0705405	0.103794	0.0705405	0.895628	0.895628	0.895628	0.222392	0.0801219	0.144846	0.0705405	0.895628	0.0705405	0.895628	0.0705405	0.24634	0.828617	0.895628	0.0801219	0.895628	0.895628
MA0284.2	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.0981898	0.9406	0.0201293	0.9406	0.9406	4.7223799999999994e-43	0.9406	0.0981898	0.9406	0.353634	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.230762	0.624922	0.9406	0.9406	0.9406	0.9406	0.542839	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.060617	0.313171	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.565842	0.130462	0.9406	0.9406	0.502399	0.9406	0.9406	0.9406	0.9406	0.565842	0.9406	0.9406	0.9406	0.749077	0.9406	0.9406	0.624922	0.9406	0.9406	0.9406	0.9406	0.752104	0.9406	0.9406	0.9406	0.9406	0.9406	0.550063	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.356477	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.637996	0.230762	0.9406	0.356477	0.9406	0.9406	0.000132444	0.9406	0.9406	0.0981898	0.0397083	0.9406	0.9406	0.68598	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.673199	0.9406	0.9406	0.9406	0.9406	0.642627	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	1.00548e-06	0.00421353	0.9406	1.00548e-06	0.210679	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.637996	0.9406	0.9406	0.9406	0.9406	0.9406	0.211885	0.9406	0.356477	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.210679	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406	0.9406
MA0285.1	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	6.30253e-22	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.48611	0.407016	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.48611	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.48611	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.314215	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172	0.993172
MA0286.1	0.459607	0.966797	0.966797	0.966797	0.966797	0.966797	0.476234	0.31834	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.287095	0.966797	0.966797	0.476234	0.966797	6.09838e-21	0.966797	0.459607	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.31834	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.718799	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.31834	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.476234	0.905985	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.965082	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.0013368	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.31834	0.31834	0.966797	0.966797	0.966797	0.966797	0.966797	0.31834	0.0155488	0.966797	0.34211	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.476234	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.966797	0.548898	0.966797
MA0287.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.6125e-28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0288.1	0.746063	0.989706	0.989706	0.989706	0.989706	0.989706	0.479777	0.575275	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.884457	0.989706	0.989706	0.989706	0.989706	0.63181	0.989706	5.6638e-27	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.575275	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.479777	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.649159	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.685219	0.989706	0.989706	0.989706	0.989706	0.575275	0.649159	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.967631	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.649159	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.649159	0.989706	0.989706	0.48572	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.145092	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706	0.989706
