	MA0010.1	MA0011.1	MA0012.1	MA0013.1	MA0015.1	MA0016.1	MA0022.1	MA0023.1	MA0026.1	MA0049.1	MA0085.1	MA0086.2	MA0094.2	MA0126.1	MA0165.1	MA0166.1	MA0167.1	MA0168.1	MA0169.1	MA0170.1	MA0171.1	MA0172.1	MA0173.1	MA0174.1	MA0175.1	MA0176.1	MA0177.1	MA0178.1	MA0179.1	MA0180.1	MA0181.1	MA0182.1	MA0183.1	MA0184.1	MA0185.1	MA0186.1	MA0187.1	MA0188.1	MA0189.1	MA0190.1	MA0191.1	MA0192.1	MA0193.1	MA0194.1	MA0195.1	MA0196.1	MA0197.2	MA0198.1	MA0199.1	MA0200.1	MA0201.1	MA0202.1	MA0203.1	MA0204.1	MA0205.2	MA0206.1	MA0207.1	MA0208.1	MA0209.1	MA0210.1	MA0211.1	MA0212.1	MA0213.1	MA0214.1	MA0215.1	MA0216.2	MA0217.1	MA0218.1	MA0219.1	MA0220.1	MA0221.1	MA0222.1	MA0224.1	MA0225.1	MA0226.1	MA0227.1	MA0228.1	MA0229.1	MA0230.1	MA0231.1	MA0232.1	MA0233.1	MA0234.1	MA0235.1	MA0236.1	MA0237.2	MA0238.1	MA0239.1	MA0240.1	MA0241.1	MA0242.1	MA0243.1	MA0244.1	MA0245.1	MA0246.1	MA0247.2	MA0248.1	MA0249.2	MA0250.1	MA0251.1	MA0252.1	MA0253.1	MA0254.1	MA0255.1	MA0256.1	MA0257.1	MA0443.1	MA0444.1	MA0445.1	MA0446.1	MA0447.1	MA0448.1	MA0449.1	MA0450.1	MA0451.1	MA0452.2	MA0454.1	MA0456.1	MA0457.1	MA0458.1	MA0459.1	MA0460.1	MA0529.2	MA0530.1	MA0531.1	MA0532.1	MA0533.1	MA0534.1	MA0535.1	MA0536.1	MA0915.1	MA0916.1	MA0917.1	MA1455.1	MA1456.1	MA1457.1	MA1458.1	MA1459.1	MA1460.1	MA1461.1	MA1462.1	MA1700.1	MA1702.1	MA1836.1	MA1837.1	MA1838.1	MA1839.1	MA1840.1	MA1841.1	MA1842.1
MA0448.1	0.0602288	0.666667	0.528966	0.158045	0.666667	0.666667	0.666667	0.666667	0.666667	0.219992	0.666667	0.666667	0.00204894	0.666667	0.0027729	0.0045227	0.00302797	0.166063	0.0714911	0.0195561	0.0379008	0.0158177	0.666667	5.04306e-05	0.00535545	0.00219947	0.00394557	0.00142682	0.00535545	0.00502573	0.00204894	0.00142682	0.0182348	0.00502573	0.666667	0.0045227	0.0146143	0.108127	0.00119995	0.463407	0.000338854	0.0432988	0.666667	0.0132847	0.00142682	0.00910967	0.385416	0.0195561	0.3469	0.0140754	0.432053	0.0140754	0.00502573	0.666667	0.666667	0.00142682	0.666667	0.0199896	0.00361258	0.666667	0.666667	0.577299	0.666667	0.00502573	0.00142682	0.0828445	0.666667	0.666667	0.00142682	0.00747901	0.00430862	0.666667	0.0122552	0.00142682	0.00502573	0.666667	0.00747901	0.0208391	0.0047661	0.0443357	0.00720514	0.666667	0.666667	0.0926327	0.00142682	0.666667	0.0047661	0.666667	0.00204894	0.00747901	0.666667	0.443679	0.654093	0.00204894	0.666667	0.666667	0.0146143	0.666667	0.0208391	0.00361258	0.666667	0.666667	0.666667	0.666667	0.0199896	0.00142682	0.666667	0.0303146	0.666667	0.565805	0.666667	3.1468e-18	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.00720514	0.666667	0.666667	0.463407	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.48537	0.666667	0.338822	0.309748	0.262899	0.666667	0.666667	0.666667
MA0449.1	0.974619	0.974619	0.974619	0.974619	0.974619	0.502863	0.974619	0.974619	0.974619	0.974619	0.974619	0.353131	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.842047	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.353131	0.974619	0.353131	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	3.03341e-28	0.353131	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.353131	0.974619	0.974619	0.974619	0.623686	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.537495	0.502863	0.974619	0.974619	0.974619	0.974619	0.974619	0.974619	0.842047	0.974619	0.974619
MA0450.1	0.983164	0.983164	0.983164	0.983164	0.983164	0.461525	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.764192	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.226858	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.737504	0.983164	0.983164	0.00397315	0.983164	0.983164	0.983164	0.983164	0.983164	0.226858	1.6589699999999998e-20	0.983164	0.983164	0.983164	0.458271	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.63322	0.983164	0.983164	0.983164	0.572148	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.983164	0.303348	0.764192	0.14834	0.983164	0.226858	0.983164	0.983164	0.983164	0.983164	0.983164	0.461525	0.737504	0.983164
MA0451.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.7793900000000005e-32	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0452.2	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.809096	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.809096	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	2.63505e-37	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.0142986	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975
MA0454.1	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.946933	0.999994	0.966903	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.966903	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.966903	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.881842	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	4.0634000000000004e-24	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994	0.999994
MA0456.1	0.973064	0.973064	0.973064	0.973064	0.973064	0.17445	0.973064	0.816876	0.737336	0.973064	0.973064	0.343419	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.966385	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.607638	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.779019	0.973064	0.973064	0.0438879	0.973064	0.973064	0.973064	0.973064	0.973064	0.572726	0.272344	0.973064	0.816876	0.973064	1.90796e-33	0.973064	0.973064	0.973064	0.973064	0.973064	0.973064	0.17445	0.973064	0.973064	0.973064	0.202796	0.973064	0.973064	0.973064	0.17445	0.973064	0.973064	0.973064	0.973064	0.197422	0.572726	0.973064	0.17445	0.572726	0.973064	0.973064	0.973064	0.973064	0.973064	0.17445	0.17445	0.973064
MA0457.1	0.580337	0.247452	0.196046	0.597932	0.641304	0.641304	0.641304	0.641304	0.641304	0.371953	0.641304	0.641304	0.00632904	0.641304	0.106445	0.0140714	0.000828198	0.026483	0.0128433	0.0191865	0.0108805	0.0039168	0.641304	0.0467565	0.000465214	0.00399597	0.000715475	0.000715475	8.66224e-05	0.000716435	0.000120112	0.0168685	0.0215196	8.66224e-05	0.641304	0.0175196	0.00162087	0.00632904	0.00271509	0.0947666	0.000828198	0.00399597	0.641304	0.00320444	0.00227049	0.00601956	0.130172	0.000214905	0.618685	8.66224e-05	0.113552	8.66224e-05	0.0108805	0.641304	0.641304	0.0036329	0.641304	0.0036329	0.000940343	0.641304	0.106445	0.1727	0.641304	0.00474677	0.0104988	0.585224	0.641304	0.641304	0.00295399	8.66224e-05	0.00399597	0.641304	0.00106267	0.00816553	0.000232782	0.641304	0.0036329	0.00028872	0.00736793	0.0435574	0.0115852	0.641304	0.194397	0.0286727	0.000358687	0.641304	0.00271509	0.641304	0.000513658	0.000327758	0.641304	0.543273	0.641304	0.000828198	0.641304	0.641304	0.0133202	0.641304	0.000571185	0.000214905	0.641304	0.641304	0.641304	0.641304	0.0128433	0.00227049	0.641304	0.0148476	0.641304	0.641304	0.577441	0.0159916	0.641304	0.641304	0.618685	0.641304	0.641304	0.641304	2.23772e-14	0.607537	0.641304	0.381334	0.641304	0.641304	0.641304	0.641304	0.597932	0.641304	0.641304	0.641304	0.112261	0.641304	0.641304	0.641304	0.641304	0.641304	0.641304	0.641304	0.641304	0.641304	0.641304	0.641304	0.336071	0.641304	0.0583594	0.0477969	0.514118	0.641304	0.641304	0.641304
MA0458.1	0.747418	0.991625	0.836259	0.484062	0.991625	0.991625	0.991625	0.991625	0.991625	0.186588	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.362233	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.464666	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.287347	0.991625	0.6757	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.00234072	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	1.77378e-28	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625
MA0459.1	0.954801	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.687681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.954801	1.0	1.0	1.0	0.959811	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.687681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.62682e-22	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0460.1	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.923085	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.625073	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.922109	0.998325	0.798691	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.387979	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.575539	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	2.64065e-15	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.575539	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.923085	0.998325	0.998325	0.998325
MA0529.2	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.550962	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	8.29887e-36	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	5.62584e-06	0.978224	0.978224	0.978224	0.978224	1.0587e-06	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	1.0587e-06
MA0530.1	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	3.7765e-42	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317	0.998317
MA0531.1	0.978224	0.978224	0.978224	0.978224	0.978224	0.795164	0.978224	0.978224	0.978224	0.978224	0.978224	0.0740031	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.730887	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.00172862	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.163832	0.978224	0.978224	0.978224	0.978224	0.978224	0.435835	0.978224	0.978224	0.978224	0.978224	0.978224	0.730887	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.0550686	0.978224	0.978224	0.978224	0.978224	0.978224	0.730887	0.730887	0.978224	0.978224	0.978224	0.730887	0.978224	0.978224	0.978224	0.978224	0.978224	0.730887	0.0	0.978224	0.71024	0.730887	0.163832	0.978224	0.978224	0.978224	0.978224	0.978224	0.978224	0.795164	0.978224	0.784133	0.163832	0.978224	0.4068	0.517946	0.978224	0.978224	0.978224	0.863049	0.978224	0.502847	0.779643	0.978224
MA0532.1	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.538716	0.991625	0.756201	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.756201	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.0	0.991625	0.925408	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.135933	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625	0.991625
MA0533.1	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.0	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.266349	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325
MA0534.1	0.891774	0.920351	0.724479	0.724479	0.920351	0.827216	0.911331	0.920351	0.920351	0.920351	0.920351	0.891774	0.724479	0.891774	0.827216	0.724479	0.827216	0.724479	0.694539	0.724479	0.724479	0.793633	0.920351	0.724479	0.732591	0.724479	0.770439	0.724479	0.724479	0.793633	0.827216	0.724479	0.724479	0.770439	0.920351	0.724479	0.827216	0.724479	0.724479	0.920351	0.724479	0.724479	0.891774	0.827216	0.827216	0.724479	0.841871	0.757855	0.920351	0.807706	0.920351	0.770439	0.724479	0.793633	0.920351	0.770439	0.770439	0.793633	0.822093	0.822093	0.770439	0.920351	0.920351	0.770439	0.724479	0.724479	0.827216	0.724479	0.724479	0.724479	0.724479	0.724479	0.827216	0.724479	0.724479	0.724479	0.770439	0.793633	0.724479	0.770439	0.724479	0.827216	0.920351	0.732591	0.770439	0.891774	0.724479	0.891774	0.724479	0.891774	0.920351	0.724479	0.827216	0.732591	0.827216	0.881996	0.724479	0.920351	0.724479	0.724479	0.724479	0.891774	0.827216	0.724479	0.724479	0.724479	0.920351	0.724479	0.724479	0.732591	0.920351	0.770439	0.920351	0.920351	0.827216	0.920351	0.920351	0.920351	0.770439	0.827216	0.724479	0.920351	0.916547	0.724479	0.770439	0.694539	0.827216	0.0	0.891774	0.920351	0.920351	0.920351	0.920351	0.732591	0.920351	0.827216	0.732591	0.891774	0.827216	0.724479	0.724479	0.920351	0.807706	0.724479	0.724479	0.724479	0.920351	0.920351	0.891774	0.920351
