	MA0010.1	MA0011.1	MA0012.1	MA0013.1	MA0015.1	MA0016.1	MA0022.1	MA0023.1	MA0026.1	MA0049.1	MA0085.1	MA0086.2	MA0094.2	MA0126.1	MA0165.1	MA0166.1	MA0167.1	MA0168.1	MA0169.1	MA0170.1	MA0171.1	MA0172.1	MA0173.1	MA0174.1	MA0175.1	MA0176.1	MA0177.1	MA0178.1	MA0179.1	MA0180.1	MA0181.1	MA0182.1	MA0183.1	MA0184.1	MA0185.1	MA0186.1	MA0187.1	MA0188.1	MA0189.1	MA0190.1	MA0191.1	MA0192.1	MA0193.1	MA0194.1	MA0195.1	MA0196.1	MA0197.2	MA0198.1	MA0199.1	MA0200.1	MA0201.1	MA0202.1	MA0203.1	MA0204.1	MA0205.2	MA0206.1	MA0207.1	MA0208.1	MA0209.1	MA0210.1	MA0211.1	MA0212.1	MA0213.1	MA0214.1	MA0215.1	MA0216.2	MA0217.1	MA0218.1	MA0219.1	MA0220.1	MA0221.1	MA0222.1	MA0224.1	MA0225.1	MA0226.1	MA0227.1	MA0228.1	MA0229.1	MA0230.1	MA0231.1	MA0232.1	MA0233.1	MA0234.1	MA0235.1	MA0236.1	MA0237.2	MA0238.1	MA0239.1	MA0240.1	MA0241.1	MA0242.1	MA0243.1	MA0244.1	MA0245.1	MA0246.1	MA0247.2	MA0248.1	MA0249.2	MA0250.1	MA0251.1	MA0252.1	MA0253.1	MA0254.1	MA0255.1	MA0256.1	MA0257.1	MA0443.1	MA0444.1	MA0445.1	MA0446.1	MA0447.1	MA0448.1	MA0449.1	MA0450.1	MA0451.1	MA0452.2	MA0454.1	MA0456.1	MA0457.1	MA0458.1	MA0459.1	MA0460.1	MA0529.2	MA0530.1	MA0531.1	MA0532.1	MA0533.1	MA0534.1	MA0535.1	MA0536.1	MA0915.1	MA0916.1	MA0917.1	MA1455.1	MA1456.1	MA1457.1	MA1458.1	MA1459.1	MA1460.1	MA1461.1	MA1462.1	MA1700.1	MA1702.1	MA1836.1	MA1837.1	MA1838.1	MA1839.1	MA1840.1	MA1841.1	MA1842.1
MA0208.1	0.410857	0.454259	0.538735	0.410857	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.00464553	0.621291	0.0770187	0.0040888	0.00419223	0.0803629	0.0502418	0.0166044	0.0168596	1.56249e-05	0.340368	0.012557	0.00997552	0.00419223	0.0040888	0.0040888	0.0040888	0.0040888	0.0040888	0.0463126	0.0104561	0.0040888	0.621291	0.00726343	0.0104561	0.00872131	0.00692563	0.134979	0.00419223	0.0063765	0.621291	0.000168735	0.0063765	0.0160335	0.410857	0.0040888	0.621291	0.0040888	0.139706	0.0040888	0.00596274	0.621291	0.621291	0.0040888	0.621291	3.64584e-08	0.00419223	0.621291	0.0575937	0.267577	0.621291	0.0130207	0.00913769	0.545898	0.621291	0.615417	0.0116863	0.00419223	0.0116863	0.621291	0.0040888	0.0040888	0.0040888	0.621291	0.00504906	0.0040888	0.0040888	0.0122123	0.00566537	0.621291	0.235475	0.0359056	0.0040888	0.621291	0.0040888	0.621291	0.0040888	0.0040888	0.621291	0.621291	0.621291	0.00616392	0.621291	0.621291	0.0430045	0.621291	0.00479932	0.0040888	0.621291	0.30595	0.383196	0.621291	0.00946827	0.00454355	0.621291	0.0160335	0.621291	0.487968	0.334697	0.0166044	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.00539531	0.621291	0.621291	0.489851	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.235862	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.621291	0.5304	0.621291	0.116076	0.102752	0.597351	0.621291	0.621291	0.621291
MA0209.1	0.508339	0.171428	0.531353	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.00106539	0.626374	0.0653356	0.00038816	2.36149e-05	0.0423224	0.0214433	0.0107128	0.00798927	0.000606441	0.593669	0.00625008	0.000247671	0.00728256	5.66189e-07	0.000306789	0.000275942	0.000484274	2.03304e-05	0.0147429	0.00837189	9.98877e-05	0.626374	0.000578105	0.00210808	0.0119114	8.0577e-06	0.0999916	2.03304e-05	0.00837202	0.626374	0.000606441	5.33258e-05	0.00552407	0.0473166	0.000190151	0.593669	0.000190151	0.102219	6.14631e-05	0.000205214	0.626374	0.626374	7.05642e-05	0.626374	0.000606441	6.11973e-13	0.626374	0.216456	0.216456	0.626374	0.00114721	0.000538116	0.544066	0.626374	0.626374	9.98877e-05	0.000128333	1.17906e-05	0.626374	0.000128333	9.98877e-05	0.00106152	0.626374	1.53294e-06	5.33258e-05	9.69628e-05	0.00560828	0.000576213	0.626374	0.183728	0.0964783	9.01786e-06	0.626374	1.17906e-05	0.626374	0.000247671	2.35328e-06	0.626374	0.493652	0.626374	0.000205214	0.626374	0.626374	0.00552407	0.626374	0.00252541	5.33258e-05	0.626374	0.626374	0.528926	0.626374	5.33258e-05	1.58551e-06	0.626374	0.0301703	0.626374	0.607292	0.545238	0.00357647	0.626374	0.626374	0.607292	0.626374	0.626374	0.626374	0.000247671	0.626374	0.626374	0.44996	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.102219	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.626374	0.404626	0.626374	0.042301	0.04418	0.38175	0.626374	0.626374	0.626374
MA0210.1	0.641957	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.431119	0.981387	0.616495	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.0912951	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	3.38028e-08	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.000764457	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	4.52677e-05	0.981387	0.981387	0.981387	0.981387	0.981387	0.616495	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.285049	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.268451	0.954043	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.431119	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.285049	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387	0.268451	0.981387	0.981387	0.981387	0.981387	0.981387	0.981387
MA0211.1	0.783838	0.783838	0.737385	0.680793	0.783838	0.783838	0.783838	0.783838	0.783838	0.763988	0.783838	0.783838	0.115667	0.65276	0.377269	0.202252	0.234085	0.100754	0.100754	0.100754	0.100754	0.133856	0.377269	0.381596	0.100754	0.113823	0.273478	0.114957	0.100754	0.113823	0.114957	0.354446	0.332526	0.148661	0.783838	0.332526	0.202252	0.113823	0.278066	0.476306	0.145089	0.0690834	0.520361	0.100754	0.332526	0.086724	0.783838	0.114308	0.783838	0.133856	0.332526	0.113823	0.354446	0.737385	0.783838	0.152766	0.783838	0.114957	0.278066	0.783838	6.28956e-11	0.545978	0.783838	0.113823	0.313138	0.545978	0.783838	0.561674	0.332526	0.100754	0.297344	0.783838	0.189028	0.157025	0.0959449	0.783838	0.287565	0.148661	0.194331	0.216875	0.216875	0.783838	0.476306	0.338945	0.148661	0.783838	0.332526	0.65276	0.100754	0.19978	0.783838	0.783838	0.783838	0.113823	0.783838	0.113823	0.113823	0.783838	0.0690834	0.113823	0.783838	0.0690834	0.783838	0.254313	0.476746	0.238056	0.783838	0.0959449	0.783838	0.776822	0.202252	0.386016	0.783838	0.783838	0.783838	0.783838	0.783838	0.783838	0.127442	0.507485	0.476306	0.783838	0.783838	0.783838	0.783838	0.783838	0.783838	0.65276	0.783838	0.783838	0.576605	0.783838	0.783838	0.783838	0.783838	0.783838	0.783838	0.537908	0.783838	0.783838	0.783838	0.783838	0.455607	0.783838	0.455607	0.444382	0.302444	0.783838	0.783838	0.783838
MA0212.1	0.863636	0.843304	0.863636	0.780882	0.863636	0.444734	0.725287	0.430295	0.675846	0.848411	0.863636	0.863636	0.322184	0.863636	0.60603	0.322184	0.331856	0.331856	0.403713	0.322184	0.322184	0.343322	0.863636	0.511338	0.322184	0.444734	0.322184	0.322184	0.322184	0.422842	0.322184	0.60603	0.430295	0.322184	0.863636	0.322184	0.322184	0.322465	0.322184	0.00148638	0.322184	0.322184	0.863636	0.36103	0.373132	0.322184	0.82141	0.322184	0.520628	0.322184	0.000128125	0.322184	0.322184	0.520628	0.863636	0.322184	0.863636	0.331856	0.322184	0.863636	0.675846	5.63479e-09	0.863636	0.322184	0.322184	0.808923	0.863636	0.474541	0.322184	0.322184	0.322184	0.863636	0.322184	0.322184	0.322184	0.863636	0.322184	0.355227	0.322184	0.331856	0.322184	0.863636	0.000254249	0.322184	0.322184	0.863636	0.322184	0.863636	0.322465	0.322184	0.60603	0.863636	0.863636	0.322184	0.344141	0.863636	0.322184	0.863636	0.322184	0.322184	0.863636	0.863636	0.726689	0.863636	0.322184	0.322184	0.863636	0.322184	0.863636	0.863636	0.666951	0.444734	0.863636	0.863636	0.863636	0.322465	0.863636	0.863636	0.322184	0.786799	0.863636	0.244209	0.803997	0.863636	0.863636	0.839483	0.863636	0.863636	0.863636	0.786799	0.000248578	0.808241	0.839756	0.863636	0.803361	0.618417	0.786799	0.863636	0.863636	0.863636	0.863636	0.863636	0.60603	0.863636	0.624242	0.620627	0.430295	0.843304	0.620627	0.803997
MA0213.1	0.979798	0.979798	0.979798	0.979798	0.979798	0.724178	0.979798	0.979798	0.979798	0.979798	0.979798	0.862302	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	1.65839e-19	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.945034	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.288334	0.979798	0.979798	0.979798	0.979798	0.854395	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.898835	0.979798	0.979798	0.979798	0.979798	0.979798	0.228444	0.979798	0.979798	0.979798	0.979798	0.979798	0.449349	0.282875	0.862302	0.979798	0.979798	0.862302	0.979798	0.979798	0.979798	0.979798	0.979798	0.720668	0.000591091	0.979798	0.979798	0.979798	0.00239179	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.979798	0.720668	0.979798	0.979798	0.862302	0.979798	0.979798	0.979798	0.979798	0.979798	0.862302	0.724178	0.979798
MA0214.1	0.465027	0.428323	0.704981	0.61355	0.704981	0.704981	0.704981	0.704981	0.704981	0.492808	0.704981	0.704981	0.00127577	0.53832	0.0327472	0.000590547	0.00330903	0.00271319	0.00245696	0.000273635	0.000252733	0.0118046	0.361875	0.0141724	1.9013e-05	0.00154054	0.000590547	0.00245696	0.000138994	0.00154054	0.00024905	0.0232862	0.0505956	0.00245696	0.704981	0.000453251	0.00204964	0.00443682	0.000309101	0.07431	0.000146039	0.000273635	0.641567	0.00479207	0.00364961	0.000138994	0.231238	0.00115123	0.704981	0.0019429	0.0469984	0.000955021	0.000590547	0.704981	0.704981	0.000567197	0.704981	0.0166711	0.00103338	0.704981	0.0776638	0.156517	0.704981	4.91981e-14	0.000309101	0.0882649	0.704981	0.638748	0.000309101	0.000211612	0.000273635	0.704981	0.00479207	0.00024905	0.000196992	0.704981	0.00103338	0.0030077	0.000507089	0.0226279	0.000453251	0.704981	0.123717	0.136521	0.000273635	0.704981	0.00074119	0.53832	0.00066186	0.00204964	0.704981	0.518669	0.601116	1.9013e-05	0.704981	0.704981	0.000196992	0.704981	0.000140753	0.000309101	0.704981	0.580086	0.704981	0.704981	0.00402154	0.000252733	0.704981	0.00204964	0.704981	0.704981	0.409651	0.00587736	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.00127577	0.704981	0.704981	0.416603	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.136521	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.704981	0.310064	0.704981	0.179796	0.146697	0.563947	0.704981	0.704981	0.704981
MA0215.1	0.500981	0.662983	0.641868	0.58484	0.662983	0.662983	0.662983	0.662983	0.662983	0.658296	0.662983	0.662983	0.00333408	0.662983	0.0149616	4.11553e-05	0.00164593	0.0614566	0.0331486	0.00810748	0.0209361	0.00497932	0.551613	0.00541214	0.00478654	0.020137	0.000320415	0.00308716	0.00357253	0.00315299	0.00150859	0.0419373	0.0276965	0.00541214	0.662983	1.57257e-05	0.00843856	0.0419373	0.000240058	0.0933091	4.38734e-05	0.0209361	0.662983	0.00333408	0.00308716	0.00577701	0.194766	0.00895611	0.633496	0.00541214	0.109034	0.00715052	1.57257e-05	0.662983	0.662983	0.000263753	0.662983	0.00497932	0.00095611	0.662983	0.263311	0.149368	0.662983	0.000649011	3.73123e-15	0.125516	0.662983	0.662983	0.000490403	0.00461026	0.000201269	0.662983	0.00308716	9.22358e-05	0.00333408	0.662983	0.000590518	0.0103081	0.000320415	0.00726408	0.00141841	0.662983	0.145099	0.118484	0.000590518	0.662983	0.000219569	0.662983	0.00249244	0.00249244	0.662983	0.312685	0.662983	0.00257846	0.662983	0.662983	0.00478654	0.662983	0.0124185	0.00308716	0.662983	0.662983	0.512525	0.662983	0.000201269	4.38734e-05	0.662983	0.0380164	0.662983	0.57124	0.47522	0.00257846	0.662983	0.662983	0.662983	0.662983	0.662983	0.662983	0.00531319	0.662983	0.662983	0.457464	0.662983	0.662983	0.662983	0.662983	0.662983	0.414753	0.662983	0.662983	0.190303	0.662983	0.662983	0.662983	0.662983	0.662983	0.662983	0.662983	0.662983	0.662983	0.662983	0.662983	0.376871	0.662983	0.190303	0.190303	0.457464	0.662983	0.662983	0.662983
MA0216.2	0.855999	0.897236	0.95986	0.651939	0.797112	0.95986	0.883543	0.95986	0.95986	0.285277	0.95986	0.95986	0.285277	0.95986	0.0132375	0.486908	0.797112	0.855999	0.797112	0.486908	0.486908	0.95986	0.95986	0.285277	0.486908	0.486908	0.850615	0.797112	0.697575	0.797112	0.797112	0.486908	0.797112	0.876472	0.95986	0.517139	0.486908	0.797112	0.797112	0.95986	0.651939	0.486908	0.95986	0.797112	0.855999	0.486908	0.95986	0.935388	0.95986	0.95986	0.95986	0.883543	0.550639	0.95986	0.95986	0.486908	0.95986	0.95986	0.855999	0.95986	0.95986	0.95986	0.95986	0.486908	0.486908	2.0291300000000003e-28	0.95986	0.95986	0.602536	0.797112	0.694653	0.731401	0.95986	0.486908	0.697575	0.95986	0.8496	0.797112	0.697575	0.850615	0.797112	0.95986	0.95986	0.797112	0.797112	0.95986	0.797112	0.95986	0.797112	0.95986	0.95986	0.95986	0.95986	0.486908	0.95986	0.95986	0.486908	0.95986	0.594077	0.797112	0.95986	0.95986	0.95986	0.95986	0.797112	0.797112	0.95986	0.486908	0.95986	0.95986	0.95986	0.486908	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.797112	0.797112	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.922124	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.95986	0.850615	0.95986	0.95986	0.95986	0.797112	0.95986	0.486908	0.579883	0.486908	0.95986	0.95986	0.95986
MA0217.1	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.608792	0.986532	0.410994	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.0293592	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.654731	0.986532	0.986532	0.003293	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	3.43797e-08	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.928654	0.986532	0.986532	0.986532	0.986532	0.986532	0.0027961	0.986532	0.986532	0.986532	0.986532	0.986532	0.410994	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.654731	0.986532	0.986532	0.654731	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.410994	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.654731	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.654731	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532	0.608792	0.986532	0.986532	0.986532	0.986532	0.986532	0.986532
