motif_id	tf_name	tf_class	tf_family	auc_roc	auc_prc	p_value_roc	p_value_prc	p_value_roc_adj	p_value_prc_adj
ZN213.H12CORE.0.P.C	ZNF213	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	0.5593277602692116	0.5482259492627025	0.0032996700329967	0.0065993400659934	0.2132917143068302	0.2552744725527447
FOXA1.H12CORE.0.P.B	FOXA1	Fork head/winged helix factors	FOX	0.5589591902142013	0.5355071307642918	0.0028997100289971	0.028097190280971903	0.20921407859214078	0.41371679158614755
CPEB1.H12CORE.0.S.B	CPEB1	Uncharacterized	Unannotated	0.5579950323166483	0.557046882874504	0.0037996200379962005	0.0093990600939906	0.22845215478452155	0.26876724092296655
MEF2A.H12CORE.0.P.B	MEF2A	MADS box factors	Regulators of differentiation	0.5578494738528905	0.5555379317990398	0.0033996600339966003	0.0015998400159984002	0.2132917143068302	0.20986992209869923
VEZF1.H12CORE.0.P.C	VEZF1	C2H2 zinc finger factors	Multiple dispersed zinc fingers	0.5574608728166219	0.5703388440178899	0.0045995400459954	0.0021997800219978004	0.2552744725527447	0.2291594369974767
FOXA3.H12CORE.0.PS.A	FOXA3	Fork head/winged helix factors	FOX	0.556202927194059	0.532591516832303	0.004199580041995801	0.0402959704029597	0.2423997600239976	0.4724188871435437
NFAC1.H12CORE.1.PS.A	NFATC1	Rel homology region (RHR) factors	NFAT-related	0.5553856631590212	0.5494543259149569	0.005099490050994901	0.0046995300469953	0.2725394127253941	0.25116377251163774
TEAD2.H12CORE.0.PSM.A	TEAD2	TEA domain factors	TEF1-related	0.5551559745740073	0.5497149566290476	0.006399360063993601	0.0059994000599940004	0.2798265627982656	0.2552744725527447
PAX5.H12CORE.0.PS.A	PAX5	Paired box factors	PD	0.5550758506490038	0.5552441732515304	0.006099390060993901	0.0026997300269973002	0.27955329467053297	0.2291594369974767
ATF3.H12CORE.1.P.B	ATF3	Basic leucine zipper factors (bZIP)	Fos-related	0.5548755408364928	0.5519102459304712	0.006099390060993901	0.0024997500249975004	0.27955329467053297	0.2291594369974767
NFAC2.H12CORE.1.PS.A	NFATC2	Rel homology region (RHR) factors	NFAT-related	0.5541410715239585	0.535910351780087	0.006099390060993901	0.029497050294970503	0.27955329467053297	0.4148210178982102
PATZ1.H12CORE.0.P.B	PATZ1	C2H2 zinc finger factors	Multiple dispersed zinc fingers	0.5540409166177027	0.5557586536407338	0.0065993400659934	0.0023997600239976003	0.2800837563302493	0.2291594369974767
NFAC4.H12CORE.1.SM.B	NFATC4	Rel homology region (RHR) factors	NFAT-related	0.5537471288926876	0.5461547479354536	0.007399260073992601	0.009099090090990901	0.2965870079658701	0.26876724092296655
FOXA1.H12CORE.1.S.C	FOXA1	Fork head/winged helix factors	FOX	0.5535588376689312	0.5403511687334588	0.006199380061993801	0.018198180181981802	0.27955329467053297	0.3324047342101233
